"Notes"	"Year"	"Year Code"	"Residence State"	"Residence State Code"	"Gender"	"Gender Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	Deaths	Population	Crude Rate
	"2022 (provisional)"	"2022"	"West Virginia"	"54"	"Female"	"F"	"55-64 years"	"55-64"	1585	126157	1256.4
	"2022 (provisional)"	"2022"	"West Virginia"	"54"	"Female"	"F"	"65-74 years"	"65-74"	2776	117590	2360.7
	"2022 (provisional)"	"2022"	"West Virginia"	"54"	"Female"	"F"	"75-84 years"	"75-84"	3487	58681	5942.3
	"2022 (provisional)"	"2022"	"West Virginia"	"54"	"Female"	"F"	"85+ years"	"85+"	3866	22828	16935.3
	"2022 (provisional)"	"2022"	"West Virginia"	"54"	"Female"	"F"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2022 (provisional)"	"2022"	"West Virginia"	"54"	"Male"	"M"	"< 1 year"	"1"	71	8724	813.8
	"2022 (provisional)"	"2022"	"West Virginia"	"54"	"Male"	"M"	"1-4 years"	"1-4"	16	37180	Unreliable
	"2022 (provisional)"	"2022"	"West Virginia"	"54"	"Male"	"M"	"5-14 years"	"5-14"	19	105193	Unreliable
	"2022 (provisional)"	"2022"	"West Virginia"	"54"	"Male"	"M"	"15-24 years"	"15-24"	129	112748	114.4
	"2022 (provisional)"	"2022"	"West Virginia"	"54"	"Male"	"M"	"25-34 years"	"25-34"	391	109506	357.1
	"2022 (provisional)"	"2022"	"West Virginia"	"54"	"Male"	"M"	"35-44 years"	"35-44"	690	108577	635.5
	"2022 (provisional)"	"2022"	"West Virginia"	"54"	"Male"	"M"	"45-54 years"	"45-54"	1127	114212	986.8
	"2022 (provisional)"	"2022"	"West Virginia"	"54"	"Male"	"M"	"55-64 years"	"55-64"	2287	122637	1864.9
	"2022 (provisional)"	"2022"	"West Virginia"	"54"	"Male"	"M"	"65-74 years"	"65-74"	3490	108477	3217.3
	"2022 (provisional)"	"2022"	"West Virginia"	"54"	"Male"	"M"	"75-84 years"	"75-84"	3719	48763	7626.7
	"2022 (provisional)"	"2022"	"West Virginia"	"54"	"Male"	"M"	"85+ years"	"85+"	2501	13081	19119.3
	"2022 (provisional)"	"2022"	"West Virginia"	"54"	"Male"	"M"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2022 (provisional)"	"2022"	"Wisconsin"	"55"	"Female"	"F"	"< 1 year"	"1"	152	29373	517.5
	"2022 (provisional)"	"2022"	"Wisconsin"	"55"	"Female"	"F"	"1-4 years"	"1-4"	28	127182	22.0
	"2022 (provisional)"	"2022"	"Wisconsin"	"55"	"Female"	"F"	"5-14 years"	"5-14"	63	352412	17.9
	"2022 (provisional)"	"2022"	"Wisconsin"	"55"	"Female"	"F"	"15-24 years"	"15-24"	153	383239	39.9
	"2022 (provisional)"	"2022"	"Wisconsin"	"55"	"Female"	"F"	"25-34 years"	"25-34"	337	359261	93.8
	"2022 (provisional)"	"2022"	"Wisconsin"	"55"	"Female"	"F"	"35-44 years"	"35-44"	616	365841	168.4
	"2022 (provisional)"	"2022"	"Wisconsin"	"55"	"Female"	"F"	"45-54 years"	"45-54"	1008	344491	292.6
	"2022 (provisional)"	"2022"	"Wisconsin"	"55"	"Female"	"F"	"55-64 years"	"55-64"	2744	415296	660.7
	"2022 (provisional)"	"2022"	"Wisconsin"	"55"	"Female"	"F"	"65-74 years"	"65-74"	4845	331156	1463.1
	"2022 (provisional)"	"2022"	"Wisconsin"	"55"	"Female"	"F"	"75-84 years"	"75-84"	7177	161684	4438.9
	"2022 (provisional)"	"2022"	"Wisconsin"	"55"	"Female"	"F"	"85+ years"	"85+"	11837	72099	16417.7
	"2022 (provisional)"	"2022"	"Wisconsin"	"55"	"Female"	"F"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2022 (provisional)"	"2022"	"Wisconsin"	"55"	"Male"	"M"	"< 1 year"	"1"	191	30612	623.9
	"2022 (provisional)"	"2022"	"Wisconsin"	"55"	"Male"	"M"	"1-4 years"	"1-4"	41	133078	30.8
	"2022 (provisional)"	"2022"	"Wisconsin"	"55"	"Male"	"M"	"5-14 years"	"5-14"	68	370963	18.3
	"2022 (provisional)"	"2022"	"Wisconsin"	"55"	"Male"	"M"	"15-24 years"	"15-24"	378	397634	95.1
	"2022 (provisional)"	"2022"	"Wisconsin"	"55"	"Male"	"M"	"25-34 years"	"25-34"	825	378296	218.1
	"2022 (provisional)"	"2022"	"Wisconsin"	"55"	"Male"	"M"	"35-44 years"	"35-44"	1112	380041	292.6
	"2022 (provisional)"	"2022"	"Wisconsin"	"55"	"Male"	"M"	"45-54 years"	"45-54"	1809	356671	507.2
	"2022 (provisional)"	"2022"	"Wisconsin"	"55"	"Male"	"M"	"55-64 years"	"55-64"	4396	414275	1061.1
	"2022 (provisional)"	"2022"	"Wisconsin"	"55"	"Male"	"M"	"65-74 years"	"65-74"	7095	317989	2231.2
	"2022 (provisional)"	"2022"	"Wisconsin"	"55"	"Male"	"M"	"75-84 years"	"75-84"	7984	133905	5962.4
	"2022 (provisional)"	"2022"	"Wisconsin"	"55"	"Male"	"M"	"85+ years"	"85+"	7729	40410	19126.5
	"2022 (provisional)"	"2022"	"Wisconsin"	"55"	"Male"	"M"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2022 (provisional)"	"2022"	"Wyoming"	"56"	"Female"	"F"	"< 1 year"	"1"	16	3002	Unreliable
	"2022 (provisional)"	"2022"	"Wyoming"	"56"	"Female"	"F"	"1-4 years"	"1-4"	Suppressed	12750	Suppressed
	"2022 (provisional)"	"2022"	"Wyoming"	"56"	"Female"	"F"	"5-14 years"	"5-14"	Suppressed	37051	Suppressed
	"2022 (provisional)"	"2022"	"Wyoming"	"56"	"Female"	"F"	"15-24 years"	"15-24"	22	36105	60.9
	"2022 (provisional)"	"2022"	"Wyoming"	"56"	"Female"	"F"	"25-34 years"	"25-34"	27	35429	76.2
	"2022 (provisional)"	"2022"	"Wyoming"	"56"	"Female"	"F"	"35-44 years"	"35-44"	61	36946	165.1
	"2022 (provisional)"	"2022"	"Wyoming"	"56"	"Female"	"F"	"45-54 years"	"45-54"	111	30789	360.5
	"2022 (provisional)"	"2022"	"Wyoming"	"56"	"Female"	"F"	"55-64 years"	"55-64"	315	37339	843.6
	"2022 (provisional)"	"2022"	"Wyoming"	"56"	"Female"	"F"	"65-74 years"	"65-74"	512	32469	1576.9
	"2022 (provisional)"	"2022"	"Wyoming"	"56"	"Female"	"F"	"75-84 years"	"75-84"	720	14710	4894.6
	"2022 (provisional)"	"2022"	"Wyoming"	"56"	"Female"	"F"	"85+ years"	"85+"	912	5999	15202.5
	"2022 (provisional)"	"2022"	"Wyoming"	"56"	"Female"	"F"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2022 (provisional)"	"2022"	"Wyoming"	"56"	"Male"	"M"	"< 1 year"	"1"	19	3154	Unreliable
	"2022 (provisional)"	"2022"	"Wyoming"	"56"	"Male"	"M"	"1-4 years"	"1-4"	Suppressed	13385	Suppressed
	"2022 (provisional)"	"2022"	"Wyoming"	"56"	"Male"	"M"	"5-14 years"	"5-14"	10	39387	Unreliable
	"2022 (provisional)"	"2022"	"Wyoming"	"56"	"Male"	"M"	"15-24 years"	"15-24"	60	39771	150.9
	"2022 (provisional)"	"2022"	"Wyoming"	"56"	"Male"	"M"	"25-34 years"	"25-34"	88	38137	230.7
	"2022 (provisional)"	"2022"	"Wyoming"	"56"	"Male"	"M"	"35-44 years"	"35-44"	134	39986	335.1
	"2022 (provisional)"	"2022"	"Wyoming"	"56"	"Male"	"M"	"45-54 years"	"45-54"	182	33566	542.2
	"2022 (provisional)"	"2022"	"Wyoming"	"56"	"Male"	"M"	"55-64 years"	"55-64"	452	38129	1185.4
	"2022 (provisional)"	"2022"	"Wyoming"	"56"	"Male"	"M"	"65-74 years"	"65-74"	794	33517	2368.9
	"2022 (provisional)"	"2022"	"Wyoming"	"56"	"Male"	"M"	"75-84 years"	"75-84"	808	13457	6004.3
	"2022 (provisional)"	"2022"	"Wyoming"	"56"	"Male"	"M"	"85+ years"	"85+"	646	3725	17342.3
	"2022 (provisional)"	"2022"	"Wyoming"	"56"	"Male"	"M"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2023 (provisional and partial)"	"2023"	"Alabama"	"01"	"Female"	"F"	"< 1 year"	"1"	158	27162	581.7
	"2023 (provisional and partial)"	"2023"	"Alabama"	"01"	"Female"	"F"	"1-4 years"	"1-4"	29	115279	25.2
	"2023 (provisional and partial)"	"2023"	"Alabama"	"01"	"Female"	"F"	"5-14 years"	"5-14"	40	310800	12.9
	"2023 (provisional and partial)"	"2023"	"Alabama"	"01"	"Female"	"F"	"15-24 years"	"15-24"	178	324253	54.9
	"2023 (provisional and partial)"	"2023"	"Alabama"	"01"	"Female"	"F"	"25-34 years"	"25-34"	362	332525	108.9
	"2023 (provisional and partial)"	"2023"	"Alabama"	"01"	"Female"	"F"	"35-44 years"	"35-44"	760	319622	237.8
	"2023 (provisional and partial)"	"2023"	"Alabama"	"01"	"Female"	"F"	"45-54 years"	"45-54"	1394	318246	438.0
	"2023 (provisional and partial)"	"2023"	"Alabama"	"01"	"Female"	"F"	"55-64 years"	"55-64"	3191	348142	916.6
	"2023 (provisional and partial)"	"2023"	"Alabama"	"01"	"Female"	"F"	"65-74 years"	"65-74"	5418	291012	1861.8
	"2023 (provisional and partial)"	"2023"	"Alabama"	"01"	"Female"	"F"	"75-84 years"	"75-84"	7336	149086	4920.6
	"2023 (provisional and partial)"	"2023"	"Alabama"	"01"	"Female"	"F"	"85+ years"	"85+"	8209	55651	14750.9
	"2023 (provisional and partial)"	"2023"	"Alabama"	"01"	"Female"	"F"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2023 (provisional and partial)"	"2023"	"Alabama"	"01"	"Male"	"M"	"< 1 year"	"1"	210	28650	733.0
	"2023 (provisional and partial)"	"2023"	"Alabama"	"01"	"Male"	"M"	"1-4 years"	"1-4"	52	120711	43.1
	"2023 (provisional and partial)"	"2023"	"Alabama"	"01"	"Male"	"M"	"5-14 years"	"5-14"	77	323428	23.8
	"2023 (provisional and partial)"	"2023"	"Alabama"	"01"	"Male"	"M"	"15-24 years"	"15-24"	480	328462	146.1
	"2023 (provisional and partial)"	"2023"	"Alabama"	"01"	"Male"	"M"	"25-34 years"	"25-34"	887	323898	273.9
	"2023 (provisional and partial)"	"2023"	"Alabama"	"01"	"Male"	"M"	"35-44 years"	"35-44"	1385	301703	459.1
	"2023 (provisional and partial)"	"2023"	"Alabama"	"01"	"Male"	"M"	"45-54 years"	"45-54"	2175	303948	715.6
	"2023 (provisional and partial)"	"2023"	"Alabama"	"01"	"Male"	"M"	"55-64 years"	"55-64"	4588	324231	1415.0
	"2023 (provisional and partial)"	"2023"	"Alabama"	"01"	"Male"	"M"	"65-74 years"	"65-74"	7158	250932	2852.6
	"2023 (provisional and partial)"	"2023"	"Alabama"	"01"	"Male"	"M"	"75-84 years"	"75-84"	7505	112585	6666.1
	"2023 (provisional and partial)"	"2023"	"Alabama"	"01"	"Male"	"M"	"85+ years"	"85+"	5051	29551	17092.5
	"2023 (provisional and partial)"	"2023"	"Alabama"	"01"	"Male"	"M"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2023 (provisional and partial)"	"2023"	"Alaska"	"02"	"Female"	"F"	"< 1 year"	"1"	17	4439	Unreliable
	"2023 (provisional and partial)"	"2023"	"Alaska"	"02"	"Female"	"F"	"1-4 years"	"1-4"	Suppressed	18929	Suppressed
	"2023 (provisional and partial)"	"2023"	"Alaska"	"02"	"Female"	"F"	"5-14 years"	"5-14"	Suppressed	49691	Suppressed
	"2023 (provisional and partial)"	"2023"	"Alaska"	"02"	"Female"	"F"	"15-24 years"	"15-24"	31	43028	72.0
	"2023 (provisional and partial)"	"2023"	"Alaska"	"02"	"Female"	"F"	"25-34 years"	"25-34"	89	53229	167.2
	"2023 (provisional and partial)"	"2023"	"Alaska"	"02"	"Female"	"F"	"35-44 years"	"35-44"	124	48018	258.2
	"2023 (provisional and partial)"	"2023"	"Alaska"	"02"	"Female"	"F"	"45-54 years"	"45-54"	133	39164	339.6
	"2023 (provisional and partial)"	"2023"	"Alaska"	"02"	"Female"	"F"	"55-64 years"	"55-64"	285	43150	660.5
	"2023 (provisional and partial)"	"2023"	"Alaska"	"02"	"Female"	"F"	"65-74 years"	"65-74"	413	32325	1277.6
	"2023 (provisional and partial)"	"2023"	"Alaska"	"02"	"Female"	"F"	"75-84 years"	"75-84"	444	12429	3572.3
	"2023 (provisional and partial)"	"2023"	"Alaska"	"02"	"Female"	"F"	"85+ years"	"85+"	509	4067	12515.4
	"2023 (provisional and partial)"	"2023"	"Alaska"	"02"	"Female"	"F"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2023 (provisional and partial)"	"2023"	"Alaska"	"02"	"Male"	"M"	"< 1 year"	"1"	29	4797	604.5
	"2023 (provisional and partial)"	"2023"	"Alaska"	"02"	"Male"	"M"	"1-4 years"	"1-4"	Suppressed	19946	Suppressed
	"2023 (provisional and partial)"	"2023"	"Alaska"	"02"	"Male"	"M"	"5-14 years"	"5-14"	13	52674	Unreliable
	"2023 (provisional and partial)"	"2023"	"Alaska"	"02"	"Male"	"M"	"15-24 years"	"15-24"	85	52756	161.1
	"2023 (provisional and partial)"	"2023"	"Alaska"	"02"	"Male"	"M"	"25-34 years"	"25-34"	133	60325	220.5
	"2023 (provisional and partial)"	"2023"	"Alaska"	"02"	"Male"	"M"	"35-44 years"	"35-44"	205	53639	382.2
	"2023 (provisional and partial)"	"2023"	"Alaska"	"02"	"Male"	"M"	"45-54 years"	"45-54"	228	43999	518.2
	"2023 (provisional and partial)"	"2023"	"Alaska"	"02"	"Male"	"M"	"55-64 years"	"55-64"	469	47226	993.1
	"2023 (provisional and partial)"	"2023"	"Alaska"	"02"	"Male"	"M"	"65-74 years"	"65-74"	735	34101	2155.4
	"2023 (provisional and partial)"	"2023"	"Alaska"	"02"	"Male"	"M"	"75-84 years"	"75-84"	630	12070	5219.6
	"2023 (provisional and partial)"	"2023"	"Alaska"	"02"	"Male"	"M"	"85+ years"	"85+"	398	2671	14900.8
	"2023 (provisional and partial)"	"2023"	"Alaska"	"02"	"Male"	"M"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2023 (provisional and partial)"	"2023"	"Arizona"	"04"	"Female"	"F"	"< 1 year"	"1"	203	37289	544.4
	"2023 (provisional and partial)"	"2023"	"Arizona"	"04"	"Female"	"F"	"1-4 years"	"1-4"	36	159527	22.6
	"2023 (provisional and partial)"	"2023"	"Arizona"	"04"	"Female"	"F"	"5-14 years"	"5-14"	63	451127	14.0
	"2023 (provisional and partial)"	"2023"	"Arizona"	"04"	"Female"	"F"	"15-24 years"	"15-24"	226	474376	47.6
	"2023 (provisional and partial)"	"2023"	"Arizona"	"04"	"Female"	"F"	"25-34 years"	"25-34"	517	483509	106.9
	"2023 (provisional and partial)"	"2023"	"Arizona"	"04"	"Female"	"F"	"35-44 years"	"35-44"	781	446725	174.8
	"2023 (provisional and partial)"	"2023"	"Arizona"	"04"	"Female"	"F"	"45-54 years"	"45-54"	1296	423119	306.3
	"2023 (provisional and partial)"	"2023"	"Arizona"	"04"	"Female"	"F"	"55-64 years"	"55-64"	2905	452647	641.8
	"2023 (provisional and partial)"	"2023"	"Arizona"	"04"	"Female"	"F"	"65-74 years"	"65-74"	5747	415187	1384.2
	"2023 (provisional and partial)"	"2023"	"Arizona"	"04"	"Female"	"F"	"75-84 years"	"75-84"	8774	222181	3949.0
	"2023 (provisional and partial)"	"2023"	"Arizona"	"04"	"Female"	"F"	"85+ years"	"85+"	10427	76915	13556.5
	"2023 (provisional and partial)"	"2023"	"Arizona"	"04"	"Female"	"F"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2023 (provisional and partial)"	"2023"	"Arizona"	"04"	"Male"	"M"	"< 1 year"	"1"	213	38841	548.4
	"2023 (provisional and partial)"	"2023"	"Arizona"	"04"	"Male"	"M"	"1-4 years"	"1-4"	57	166199	34.3
	"2023 (provisional and partial)"	"2023"	"Arizona"	"04"	"Male"	"M"	"5-14 years"	"5-14"	95	471494	20.1
	"2023 (provisional and partial)"	"2023"	"Arizona"	"04"	"Male"	"M"	"15-24 years"	"15-24"	597	500567	119.3
	"2023 (provisional and partial)"	"2023"	"Arizona"	"04"	"Male"	"M"	"25-34 years"	"25-34"	1333	517583	257.5
	"2023 (provisional and partial)"	"2023"	"Arizona"	"04"	"Male"	"M"	"35-44 years"	"35-44"	1759	468467	375.5
	"2023 (provisional and partial)"	"2023"	"Arizona"	"04"	"Male"	"M"	"45-54 years"	"45-54"	2288	424562	538.9
	"2023 (provisional and partial)"	"2023"	"Arizona"	"04"	"Male"	"M"	"55-64 years"	"55-64"	4743	427238	1110.2
	"2023 (provisional and partial)"	"2023"	"Arizona"	"04"	"Male"	"M"	"65-74 years"	"65-74"	8032	367813	2183.7
	"2023 (provisional and partial)"	"2023"	"Arizona"	"04"	"Male"	"M"	"75-84 years"	"75-84"	9976	194174	5137.7
	"2023 (provisional and partial)"	"2023"	"Arizona"	"04"	"Male"	"M"	"85+ years"	"85+"	7780	56776	13703.0
	"2023 (provisional and partial)"	"2023"	"Arizona"	"04"	"Male"	"M"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2023 (provisional and partial)"	"2023"	"Arkansas"	"05"	"Female"	"F"	"< 1 year"	"1"	128	16986	753.6
	"2023 (provisional and partial)"	"2023"	"Arkansas"	"05"	"Female"	"F"	"1-4 years"	"1-4"	27	71594	37.7
	"2023 (provisional and partial)"	"2023"	"Arkansas"	"05"	"Female"	"F"	"5-14 years"	"5-14"	29	193753	15.0
	"2023 (provisional and partial)"	"2023"	"Arkansas"	"05"	"Female"	"F"	"15-24 years"	"15-24"	100	196798	50.8
	"2023 (provisional and partial)"	"2023"	"Arkansas"	"05"	"Female"	"F"	"25-34 years"	"25-34"	202	196522	102.8
	"2023 (provisional and partial)"	"2023"	"Arkansas"	"05"	"Female"	"F"	"35-44 years"	"35-44"	371	189719	195.6
	"2023 (provisional and partial)"	"2023"	"Arkansas"	"05"	"Female"	"F"	"45-54 years"	"45-54"	781	180217	433.4
	"2023 (provisional and partial)"	"2023"	"Arkansas"	"05"	"Female"	"F"	"55-64 years"	"55-64"	1954	196927	992.2
	"2023 (provisional and partial)"	"2023"	"Arkansas"	"05"	"Female"	"F"	"65-74 years"	"65-74"	3318	167567	1980.1
	"2023 (provisional and partial)"	"2023"	"Arkansas"	"05"	"Female"	"F"	"75-84 years"	"75-84"	4650	88346	5263.4
	"2023 (provisional and partial)"	"2023"	"Arkansas"	"05"	"Female"	"F"	"85+ years"	"85+"	5001	34284	14587.0
	"2023 (provisional and partial)"	"2023"	"Arkansas"	"05"	"Female"	"F"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2023 (provisional and partial)"	"2023"	"Arkansas"	"05"	"Male"	"M"	"< 1 year"	"1"	138	17734	778.2
	"2023 (provisional and partial)"	"2023"	"Arkansas"	"05"	"Male"	"M"	"1-4 years"	"1-4"	21	75246	27.9
	"2023 (provisional and partial)"	"2023"	"Arkansas"	"05"	"Male"	"M"	"5-14 years"	"5-14"	51	204442	24.9
	"2023 (provisional and partial)"	"2023"	"Arkansas"	"05"	"Male"	"M"	"15-24 years"	"15-24"	287	204767	140.2
	"2023 (provisional and partial)"	"2023"	"Arkansas"	"05"	"Male"	"M"	"25-34 years"	"25-34"	436	197121	221.2
	"2023 (provisional and partial)"	"2023"	"Arkansas"	"05"	"Male"	"M"	"35-44 years"	"35-44"	775	189721	408.5
	"2023 (provisional and partial)"	"2023"	"Arkansas"	"05"	"Male"	"M"	"45-54 years"	"45-54"	1317	178274	738.8
	"2023 (provisional and partial)"	"2023"	"Arkansas"	"05"	"Male"	"M"	"55-64 years"	"55-64"	2840	187969	1510.9
	"2023 (provisional and partial)"	"2023"	"Arkansas"	"05"	"Male"	"M"	"65-74 years"	"65-74"	4331	147855	2929.2
	"2023 (provisional and partial)"	"2023"	"Arkansas"	"05"	"Male"	"M"	"75-84 years"	"75-84"	4806	70242	6842.1
	"2023 (provisional and partial)"	"2023"	"Arkansas"	"05"	"Male"	"M"	"85+ years"	"85+"	3266	19807	16489.1
	"2023 (provisional and partial)"	"2023"	"Arkansas"	"05"	"Male"	"M"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2023 (provisional and partial)"	"2023"	"California"	"06"	"Female"	"F"	"< 1 year"	"1"	689	206419	333.8
	"2023 (provisional and partial)"	"2023"	"California"	"06"	"Female"	"F"	"1-4 years"	"1-4"	142	876621	16.2
	"2023 (provisional and partial)"	"2023"	"California"	"06"	"Female"	"F"	"5-14 years"	"5-14"	216	2438524	8.9
	"2023 (provisional and partial)"	"2023"	"California"	"06"	"Female"	"F"	"15-24 years"	"15-24"	815	2494647	32.7
	"2023 (provisional and partial)"	"2023"	"California"	"06"	"Female"	"F"	"25-34 years"	"25-34"	1760	2839969	62.0
	"2023 (provisional and partial)"	"2023"	"California"	"06"	"Female"	"F"	"35-44 years"	"35-44"	3020	2638675	114.5
	"2023 (provisional and partial)"	"2023"	"California"	"06"	"Female"	"F"	"45-54 years"	"45-54"	5412	2446639	221.2
	"2023 (provisional and partial)"	"2023"	"California"	"06"	"Female"	"F"	"55-64 years"	"55-64"	12252	2411891	508.0
	"2023 (provisional and partial)"	"2023"	"California"	"06"	"Female"	"F"	"65-74 years"	"65-74"	22242	1882333	1181.6
	"2023 (provisional and partial)"	"2023"	"California"	"06"	"Female"	"F"	"75-84 years"	"75-84"	33537	961800	3486.9
	"2023 (provisional and partial)"	"2023"	"California"	"06"	"Female"	"F"	"85+ years"	"85+"	53865	423128	12730.2
	"2023 (provisional and partial)"	"2023"	"California"	"06"	"Female"	"F"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2023 (provisional and partial)"	"2023"	"California"	"06"	"Male"	"M"	"< 1 year"	"1"	828	216442	382.6
	"2023 (provisional and partial)"	"2023"	"California"	"06"	"Male"	"M"	"1-4 years"	"1-4"	196	917663	21.4
	"2023 (provisional and partial)"	"2023"	"California"	"06"	"Male"	"M"	"5-14 years"	"5-14"	244	2563633	9.5
	"2023 (provisional and partial)"	"2023"	"California"	"06"	"Male"	"M"	"15-24 years"	"15-24"	2249	2615434	86.0
	"2023 (provisional and partial)"	"2023"	"California"	"06"	"Male"	"M"	"25-34 years"	"25-34"	5139	2999673	171.3
	"2023 (provisional and partial)"	"2023"	"California"	"06"	"Male"	"M"	"35-44 years"	"35-44"	6975	2767766	252.0
	"2023 (provisional and partial)"	"2023"	"California"	"06"	"Male"	"M"	"45-54 years"	"45-54"	9750	2480907	393.0
	"2023 (provisional and partial)"	"2023"	"California"	"06"	"Male"	"M"	"55-64 years"	"55-64"	20726	2365841	876.1
	"2023 (provisional and partial)"	"2023"	"California"	"06"	"Male"	"M"	"65-74 years"	"65-74"	31423	1675680	1875.2
	"2023 (provisional and partial)"	"2023"	"California"	"06"	"Male"	"M"	"75-84 years"	"75-84"	36773	759888	4839.3
	"2023 (provisional and partial)"	"2023"	"California"	"06"	"Male"	"M"	"85+ years"	"85+"	37189	254263	14626.2
	"2023 (provisional and partial)"	"2023"	"California"	"06"	"Male"	"M"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2023 (provisional and partial)"	"2023"	"Colorado"	"08"	"Female"	"F"	"< 1 year"	"1"	114	29407	387.7
	"2023 (provisional and partial)"	"2023"	"Colorado"	"08"	"Female"	"F"	"1-4 years"	"1-4"	20	123926	16.1
	"2023 (provisional and partial)"	"2023"	"Colorado"	"08"	"Female"	"F"	"5-14 years"	"5-14"	40	344334	11.6
	"2023 (provisional and partial)"	"2023"	"Colorado"	"08"	"Female"	"F"	"15-24 years"	"15-24"	149	362014	41.2
	"2023 (provisional and partial)"	"2023"	"Colorado"	"08"	"Female"	"F"	"25-34 years"	"25-34"	315	434511	72.5
	"2023 (provisional and partial)"	"2023"	"Colorado"	"08"	"Female"	"F"	"35-44 years"	"35-44"	564	403108	139.9
	"2023 (provisional and partial)"	"2023"	"Colorado"	"08"	"Female"	"F"	"45-54 years"	"45-54"	876	344143	254.5
	"2023 (provisional and partial)"	"2023"	"Colorado"	"08"	"Female"	"F"	"55-64 years"	"55-64"	1937	354867	545.8
	"2023 (provisional and partial)"	"2023"	"Colorado"	"08"	"Female"	"F"	"65-74 years"	"65-74"	3539	289868	1220.9
	"2023 (provisional and partial)"	"2023"	"Colorado"	"08"	"Female"	"F"	"75-84 years"	"75-84"	5139	130411	3940.6
	"2023 (provisional and partial)"	"2023"	"Colorado"	"08"	"Female"	"F"	"85+ years"	"85+"	7504	50830	14762.9
	"2023 (provisional and partial)"	"2023"	"Colorado"	"08"	"Female"	"F"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2023 (provisional and partial)"	"2023"	"Colorado"	"08"	"Male"	"M"	"< 1 year"	"1"	142	30934	459.0
	"2023 (provisional and partial)"	"2023"	"Colorado"	"08"	"Male"	"M"	"1-4 years"	"1-4"	32	128893	24.8
	"2023 (provisional and partial)"	"2023"	"Colorado"	"08"	"Male"	"M"	"5-14 years"	"5-14"	52	362153	14.4
	"2023 (provisional and partial)"	"2023"	"Colorado"	"08"	"Male"	"M"	"15-24 years"	"15-24"	470	389831	120.6
	"2023 (provisional and partial)"	"2023"	"Colorado"	"08"	"Male"	"M"	"25-34 years"	"25-34"	959	474213	202.2
	"2023 (provisional and partial)"	"2023"	"Colorado"	"08"	"Male"	"M"	"35-44 years"	"35-44"	1284	436706	294.0
	"2023 (provisional and partial)"	"2023"	"Colorado"	"08"	"Male"	"M"	"45-54 years"	"45-54"	1586	366024	433.3
	"2023 (provisional and partial)"	"2023"	"Colorado"	"08"	"Male"	"M"	"55-64 years"	"55-64"	3024	347352	870.6
	"2023 (provisional and partial)"	"2023"	"Colorado"	"08"	"Male"	"M"	"65-74 years"	"65-74"	4933	268976	1834.0
	"2023 (provisional and partial)"	"2023"	"Colorado"	"08"	"Male"	"M"	"75-84 years"	"75-84"	5557	109110	5093.0
	"2023 (provisional and partial)"	"2023"	"Colorado"	"08"	"Male"	"M"	"85+ years"	"85+"	5143	30458	16885.5
	"2023 (provisional and partial)"	"2023"	"Colorado"	"08"	"Male"	"M"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2023 (provisional and partial)"	"2023"	"Connecticut"	"09"	"Female"	"F"	"< 1 year"	"1"	69	15938	432.9
	"2023 (provisional and partial)"	"2023"	"Connecticut"	"09"	"Female"	"F"	"1-4 years"	"1-4"	Suppressed	71311	Suppressed
	"2023 (provisional and partial)"	"2023"	"Connecticut"	"09"	"Female"	"F"	"5-14 years"	"5-14"	15	202061	Unreliable
	"2023 (provisional and partial)"	"2023"	"Connecticut"	"09"	"Female"	"F"	"15-24 years"	"15-24"	53	235250	22.5
	"2023 (provisional and partial)"	"2023"	"Connecticut"	"09"	"Female"	"F"	"25-34 years"	"25-34"	134	222409	60.2
	"2023 (provisional and partial)"	"2023"	"Connecticut"	"09"	"Female"	"F"	"35-44 years"	"35-44"	289	227287	127.2
	"2023 (provisional and partial)"	"2023"	"Connecticut"	"09"	"Female"	"F"	"45-54 years"	"45-54"	513	234743	218.5
